"";"date";"period";"trap";"ind";"sex";"wgt";"cap";"com";"trapsession";"station";"check";"trapline"
"1024";2020-07-11;"jul";"2c";"4A0";"f";20;"n";NA;12;4;1;2
"1025";2020-07-12;"jul";"4c";"6D4";"f";42;"n";NA;12;4;2;4
"1026";2020-07-12;"jul";"2c";"4E1";"m";20;"n";NA;12;4;2;2
"1027";2020-07-13;"jul";"4c";"721";"f";22;"n";NA;12;4;3;4
"1028";2020-07-13;"jul";"2c";"6A8";"f";38;"n";NA;12;4;3;2
"1029";2020-08-13;"aug";"7b";"5E1";"m";37;"n";NA;13;4;1;7
"1030";2020-08-13;"aug";"2c";"667";"f";20;"n";NA;13;4;1;2
"1031";2020-08-13;"aug";"2c";"7F5";"f";23;"n";NA;13;4;1;2
"1032";2020-08-13;"aug";"2a";"626";"f";12;"n";NA;13;4;1;2
"1033";2020-08-13;"aug";"1a";"XX1";"m";NA;"n";"killed, stout, legs and tail in trap, + some skin";13;4;1;1
"1034";2020-08-14;"aug";"8d";"815";"m";49;"n";NA;13;4;2;8
"1035";2020-08-14;"aug";"4b";"782";"f";10;"n";NA;13;4;2;4
"1036";2020-08-14;"aug";"2b";"7E4";"f";12;"n";NA;13;4;2;2
"1037";2020-08-15;"aug";"4b";"782";"f";10;"r";NA;13;4;3;4
"1038";2020-09-19;"sep";"8b";"77A";"f";38;"R";NA;14;4;2;8
"1039";2020-09-20;"sep";"7b";"77A";"f";38;"r";NA;14;4;3;7
"1040";2020-10-09;"oct";"6a";"468";"f";48;"n";NA;15;4;1;6
"1041";2020-10-10;"oct";"1c";"667";"f";37;"R";NA;15;4;2;1
"1042";2020-10-11;"oct";"9c";"804";"m";42;"n";NA;15;4;3;9
"1043";2020-10-11;"oct";"6a";"468";"f";39;"r";NA;15;4;3;6
